weight,head,Gender,Marital,schooling,Last_certificate,Population_sector,Age_group,Employed,Hourly_wage,branch,Monthly_hours
216,0,Male,Divorced,17,MA+,Non-orthodox Jews,60-64,0,NA,NA,NA
216,1,Female,Divorced,15,BA,Non-orthodox Jews,55-59,1,51.7578125,L,181.8600189
248,1,Male,Married,12,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
248,0,Female,Married,12,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
99,1,Male,Single,18,BA,Non-orthodox Jews,35-44,0,NA,R,NA
99,0,Female,Single,15,Post-secondary not academic,Non-orthodox Jews,35-44,0,NA,X,NA
286,0,Female,Single,10,Up to secondary,Arabs,15-17,0,NA,NA,NA
286,0,Female,Married,18,MA+,Arabs,35-44,1,51.5913353,P,164.5399919
286,1,Male,Married,14,Matriculation,Arabs,45-54,1,50.61951065,Q,216.4999993
1395,0,Female,Married,15,BA,Arabs,25-29,0,NA,G,NA
1395,1,Male,Married,10,Up to secondary,Arabs,30-34,0,NA,G,NA
839,0,Male,Single,12,Up to secondary,Arabs,18-24,0,NA,NA,NA
839,0,Female,Married,15,Post-secondary not academic,Arabs,35-44,1,39.8038826,P,173.199994
839,0,Male,Single,11,Up to secondary,Arabs,15-17,1,9.551070213,P,86.60000003
839,1,Male,Married,12,Up to secondary,Arabs,45-54,1,46.31280518,H,259.7999919
1255,1,Male,Married,12,Matriculation,Arabs,35-44,1,65.95396423,O,259.799999
1255,0,Female,Married,12,Matriculation,Arabs,25-29,1,28.23274422,Q,151.5499992
631,1,Male,Married,16,BA,Non-orthodox Jews,35-44,1,110.0144653,B,238.1499682
631,0,Female,Married,18,BA,Non-orthodox Jews,35-44,1,47.59922028,M,164.5399873
253,1,Male,Married,27,Up to secondary,Ultra-orthodox,30-34,1,46.00645828,G,129.8999859
253,0,Female,Married,16,Post-secondary not academic,Ultra-orthodox,35-44,1,30.80540276,P,86.59998961
241,0,Female,Married,14,Matriculation,Non-orthodox Jews,65+,0,NA,L,NA
241,1,Male,Married,15,BA,Non-orthodox Jews,65+,0,NA,L,NA
400,0,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,1,141.200592,H,238.1500063
400,1,Male,Married,12,Matriculation,Non-orthodox Jews,35-44,0,NA,H,NA
172,1,Male,Married,20,MA+,Non-orthodox Jews,30-34,1,73.47693634,Q,259.7999807
172,0,Female,Married,16,BA,Non-orthodox Jews,35-44,0,NA,NA,NA
322,1,Female,Widowed,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
427,1,Male,Married,15,BA,Non-orthodox Jews,65+,0,NA,NA,NA
427,0,Female,Married,9,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
268,1,Male,Single,16,BA,Non-orthodox Jews,30-34,1,54.97485733,M,186.1899975
225,1,Female,Widowed,19,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
175,1,Male,Divorced,14,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
310,1,Female,Widowed,12,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
240,1,Female,Widowed,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
268,0,Female,Married,17,BA,Non-orthodox Jews,25-29,1,46.2568512,F,181.8600113
268,1,Male,Married,16,BA,Non-orthodox Jews,25-29,1,66.61293793,B,85.94999731
238,0,Female,Married,17,BA,Non-orthodox Jews,25-29,1,61.23723602,Q,155.8799968
238,1,Male,Married,16,BA,Non-orthodox Jews,25-29,1,98.17477417,O,259.7999833
112,1,Male,Married,12,Up to secondary,Non-orthodox Jews,35-44,0,NA,NA,NA
112,0,Female,Married,12,Matriculation,Non-orthodox Jews,35-44,0,NA,NA,NA
247,1,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,28.81220055,O,259.8000157
247,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,29.64787292,I,173.2000044
247,0,Female,Divorced,23,MA+,Non-orthodox Jews,45-54,1,77.64503479,M,181.8600044
154,0,Female,Married,11,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
154,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
275,0,Female,Married,18,Post-secondary not academic,Non-orthodox Jews,60-64,1,13.78731155,P,151.5499982
275,1,Male,Married,11,Matriculation,Non-orthodox Jews,60-64,0,NA,F,NA
100,1,Female,Married,12,Up to secondary,Ultra-orthodox,25-29,1,7.244987488,G,64.80000421
100,0,Male,Married,22,Matriculation,Ultra-orthodox,30-34,0,NA,NA,NA
164,1,Male,Married,15,BA,Non-orthodox Jews,55-59,1,39.0884285,B,259.7999776
164,0,Female,Married,16,MA+,Non-orthodox Jews,55-59,1,26.05895042,B,194.8499976
144,1,Female,Widowed,15,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
205,1,Female,Widowed,14,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
358,1,Male,Single,19,MA+,Non-orthodox Jews,55-59,0,NA,X,NA
225,0,Female,Single,16,BA,Non-orthodox Jews,25-29,1,48.0112915,Q,86.59998959
225,1,Male,Single,15,BA,Non-orthodox Jews,25-29,1,62.13869858,O,167.2700051
587,1,Male,Single,17,BA,Non-orthodox Jews,35-44,0,NA,J,NA
263,1,Female,Widowed,10,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
84,0,Male,Married,14,Matriculation,Non-orthodox Jews,60-64,1,26.12010956,G,88.75000722
84,1,Female,Married,18,BA,Non-orthodox Jews,65+,1,118.3853302,Q,186.1899952
375,1,Male,Married,17,BA,Non-orthodox Jews,35-44,0,NA,L,NA
375,0,Female,Married,15,BA,Non-orthodox Jews,35-44,1,77.83338928,P,181.8600012
85,1,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,1,37.66333008,P,207.8399679
85,0,Male,Married,12,Matriculation,Non-orthodox Jews,55-59,1,67.11398315,B,181.8600095
85,0,Male,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
173,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,6.014498711,O,173.2000009
173,1,Male,Married,15,BA,Non-orthodox Jews,60-64,0,NA,K,NA
173,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,60-64,0,NA,G,NA
375,0,Female,Married,16,BA,Non-orthodox Jews,35-44,1,128.440033,M,151.5500069
375,1,Male,Married,18,MA+,Non-orthodox Jews,35-44,1,85.65328979,J,194.8499936
317,1,Male,Married,22,MA+,Non-orthodox Jews,45-54,1,39.22414398,B,311.7600353
317,0,Female,Married,21,MA+,Non-orthodox Jews,45-54,0,NA,M,NA
211,0,Male,Married,17,MA+,Non-orthodox Jews,65+,0,NA,NA,NA
211,0,Female,Married,12,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
211,1,Female,Single,15,BA,Non-orthodox Jews,35-44,1,70.45444489,O,181.8600189
586,1,Female,Widowed,16,BA,Non-orthodox Jews,60-64,1,46.89576721,L,77.94000119
586,0,Male,Single,16,BA,Non-orthodox Jews,25-29,1,35.65655518,R,34.63999643
350,0,Female,Divorced,12,Up to secondary,Non-orthodox Jews,65+,1,27.71865845,N,194.8499777
350,1,Male,Single,11,Up to secondary,Non-orthodox Jews,25-29,1,31.69730186,I,259.7999988
350,0,Female,Single,9,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
350,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
350,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
101,1,Male,Married,16,BA,Non-orthodox Jews,45-54,1,55.24730301,H,259.799977
101,0,Female,Married,13,Matriculation,Non-orthodox Jews,45-54,1,47.19396973,Q,186.1899936
172,1,Male,Married,11,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
172,0,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
110,0,Female,Married,19,MA+,Non-orthodox Jews,35-44,1,159.1715851,B,194.8499917
110,1,Male,Married,16,BA,Non-orthodox Jews,35-44,1,153.747818,B,194.8499833
161,1,Female,Married,15,BA,Non-orthodox Jews,30-34,1,126.2463074,K,194.850006
161,0,Male,Married,15,Post-secondary not academic,Non-orthodox Jews,35-44,1,142.00383,O,173.199994
157,1,Male,Married,18,MA+,Non-orthodox Jews,35-44,1,42.20619202,X,238.1500152
157,0,Female,Married,16,MA+,Non-orthodox Jews,35-44,1,90.47923279,P,173.1999979
74,1,Female,Divorced,12,Up to secondary,Non-orthodox Jews,45-54,1,27.62300301,G,155.8799937
74,0,Male,Single,11,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
106,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,45-54,1,125.0829697,B,194.8499793
106,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
106,0,Female,Married,24,MA+,Non-orthodox Jews,45-54,1,119.950943,P,151.549992
106,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,6.20915699,O,57.60000294
106,0,Male,Single,13,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
115,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.938403606,O,173.1999954
115,1,Male,Married,16,MA+,Non-orthodox Jews,35-44,1,44.30022049,B,194.8499666
115,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,35-44,1,34.92106247,B,194.8499894
109,0,Female,Married,15,BA,Non-orthodox Jews,35-44,1,117.5976486,O,181.8600185
109,1,Male,Married,17,MA+,Non-orthodox Jews,35-44,1,144.2652435,B,194.8499954
387,1,Male,Married,16,BA,Non-orthodox Jews,35-44,0,NA,F,NA
387,0,Female,Married,17,MA+,Non-orthodox Jews,30-34,1,63.82580948,M,216.5000053
302,1,Male,Divorced,16,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,H,NA
279,1,Male,Divorced,12,Up to secondary,Non-orthodox Jews,60-64,1,49.42838669,F,112.0000037
244,1,Male,Divorced,16,MA+,Non-orthodox Jews,45-54,1,52.77713013,P,181.8599989
152,1,Male,Single,18,BA,Non-orthodox Jews,25-29,1,109.5639191,B,216.5000124
152,0,Female,Single,15,BA,Non-orthodox Jews,25-29,1,51.41020203,O,207.8399866
114,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,10.29076385,O,207.8400157
114,0,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,71.23748779,H,173.2000018
114,1,Female,Married,16,BA,Non-orthodox Jews,45-54,1,40.91255188,G,216.4999976
114,0,Male,Single,12,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
65,1,Male,Widowed,12,Matriculation,Non-orthodox Jews,65+,0,NA,NA,NA
223,1,Male,Married,16,BA,Non-orthodox Jews,35-44,1,283.2345581,B,238.1500088
223,0,Female,Married,12,Up to secondary,Non-orthodox Jews,35-44,0,NA,NA,NA
112,1,Male,Married,13,Post-secondary not academic,Non-orthodox Jews,60-64,1,25.40747643,B,259.7999972
112,0,Female,Married,12,Post-secondary not academic,Non-orthodox Jews,60-64,1,27.41188049,Q,233.8199787
106,1,Male,Married,15,BA,Non-orthodox Jews,45-54,1,35.1795845,B,259.7999778
106,0,Female,Married,17,MA+,Non-orthodox Jews,45-54,1,42.27793121,Q,207.8399929
106,0,Male,Single,15,Matriculation,Non-orthodox Jews,25-29,1,27.38710594,I,103.9199846
65,1,Male,Widowed,9,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
37,1,Female,Divorced,14,Post-secondary not academic,Non-orthodox Jews,45-54,1,26.93145943,G,173.2000013
56,0,Male,Married,12,Matriculation,Non-orthodox Jews,55-59,0,NA,NA,NA
56,1,Female,Married,16,MA+,Non-orthodox Jews,55-59,1,26.52859879,Q,233.8199825
66,1,Male,Divorced,8,Up to secondary,Non-orthodox Jews,60-64,0,NA,NA,NA
97,1,Male,Married,13,Post-secondary not academic,Non-orthodox Jews,30-34,1,75.570961,B,194.8499768
97,0,Female,Married,16,BA,Non-orthodox Jews,35-44,1,54.78196335,Q,173.1999872
94,0,Male,Married,15,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
94,1,Female,Married,16,BA,Non-orthodox Jews,65+,0,NA,NA,NA
157,1,Female,Widowed,13,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
80,0,Male,Single,12,Up to secondary,Arabs,15-17,0,NA,NA,NA
80,0,Female,Married,15,Post-secondary not academic,Arabs,45-54,1,26.19855309,Q,173.1999985
80,0,Female,Single,14,Matriculation,Arabs,18-24,1,29.66532326,G,34.63999633
80,1,Male,Married,8,Up to secondary,Arabs,45-54,1,47.68167496,B,194.8499805
142,1,Male,Single,10,Matriculation,Non-orthodox Jews,55-59,0,NA,NA,NA
238,1,Female,Divorced,12,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
53,0,Female,Married,12,Matriculation,Non-orthodox Jews,55-59,0,NA,NA,NA
53,1,Male,Married,11,Up to secondary,Non-orthodox Jews,60-64,1,42.05390167,G,238.1500009
68,0,Female,Married,15,BA,Non-orthodox Jews,55-59,1,67.61949158,Q,173.1999907
68,1,Male,Married,15,BA,Non-orthodox Jews,60-64,1,48.21792221,F,181.8599958
125,0,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,60-64,1,104.381218,Q,173.1999925
125,1,Male,Married,16,Post-secondary not academic,Non-orthodox Jews,65+,1,107.0847015,B,194.8500093
140,1,Female,Single,12,Up to secondary,Non-orthodox Jews,18-24,1,28.29904175,J,137.5599993
92,1,Female,Divorced,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
149,0,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,1,43.91288757,Q,147.2200037
149,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,36.41854477,I,173.1999984
149,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,45-54,1,138.9453888,D,216.4999936
114,1,Female,Single,15,Matriculation,Non-orthodox Jews,25-29,1,23.82532501,P,86.60000198
114,0,Male,Single,16,Matriculation,Non-orthodox Jews,25-29,1,107.0394669,B,86.59999397
202,0,Male,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
202,1,Male,Married,10,Up to secondary,Arabs,45-54,0,NA,N,NA
202,0,Female,Married,8,Up to secondary,Arabs,35-44,0,NA,NA,NA
202,0,Male,Single,12,Matriculation,Arabs,18-24,1,25.56423759,A,8.000000003
202,0,Female,Single,14,Matriculation,Arabs,18-24,1,212.2718658,N,12.98999925
89,1,Male,Married,16,BA,Arabs,35-44,0,NA,M,NA
89,0,Female,Married,15,BA,Arabs,35-44,1,81.09976196,P,69.27999151
89,0,Female,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
48,0,Male,Single,12,Matriculation,Arabs,18-24,1,29.76197624,F,120.0000118
48,0,Female,Married,8,Up to secondary,Arabs,35-44,0,NA,NA,NA
48,0,Male,Single,10,Up to secondary,Arabs,15-17,0,NA,NA,NA
48,0,Male,Single,12,Up to secondary,Arabs,15-17,0,NA,NA,NA
48,1,Male,Married,10,Up to secondary,Arabs,35-44,1,42.50511551,F,168.0000108
48,0,Male,Single,10,Up to secondary,Arabs,15-17,0,NA,NA,NA
48,0,Male,Married,12,Up to secondary,Arabs,45-54,1,130.9923706,F,44.00000559
48,1,Male,Single,12,Up to secondary,Arabs,18-24,1,34.36233139,F,207.8399925
48,0,Female,Married,8,Up to secondary,Arabs,45-54,0,NA,NA,NA
44,1,Female,Married,13,Post-secondary not academic,Arabs,45-54,1,75.35158539,K,181.8599759
44,0,Male,Married,15,Post-secondary not academic,Arabs,45-54,1,47.03795624,O,181.8599903
44,0,Female,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
150,1,Male,Married,9,Up to secondary,Arabs,55-59,1,25.48813629,H,324.7499695
150,0,Female,Married,8,Up to secondary,Arabs,55-59,0,NA,NA,NA
150,0,Female,Single,15,Post-secondary not academic,Arabs,30-34,0,NA,NA,NA
150,0,Male,Single,18,MA+,Arabs,30-34,1,56.06035233,Q,233.8199766
114,0,Male,Single,10,Up to secondary,Arabs,15-17,0,NA,NA,NA
114,0,Female,Married,12,Matriculation,Arabs,45-54,1,43.72726822,F,69.27999787
114,0,Male,Single,13,Matriculation,Arabs,18-24,1,27.60765457,I,138.5600012
114,1,Male,Single,12,Matriculation,Arabs,18-24,1,27.54221535,I,173.2000114
114,0,Female,Single,13,Matriculation,Arabs,18-24,0,NA,NA,NA
114,0,Male,Married,15,Post-secondary not academic,Arabs,55-59,1,37.99779129,B,69.27999567
75,1,Male,Married,9,Up to secondary,Arabs,65+,0,NA,NA,NA
75,0,Female,Married,5,Up to secondary,Arabs,60-64,0,NA,NA,NA
37,1,Female,Single,8,Up to secondary,Arabs,60-64,0,NA,NA,NA
138,0,Male,Single,12,Up to secondary,Arabs,15-17,0,NA,NA,NA
138,0,Female,Married,16,BA,Arabs,45-54,1,85.3646698,P,121.2399969
138,1,Male,Married,11,Up to secondary,Arabs,45-54,0,NA,G,NA
400,0,Female,Divorced,12,Matriculation,Non-orthodox Jews,45-54,1,26.2118454,Q,151.5500039
400,1,Male,Single,19,MA+,Non-orthodox Jews,25-29,1,16.32174301,G,346.4000167
400,0,Female,Single,14,BA,Non-orthodox Jews,25-29,0,NA,NA,NA
400,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
246,1,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,22.41185951,I,173.2000028
246,0,Female,Single,14,Matriculation,Non-orthodox Jews,18-24,1,28.00654602,P,23.30999756
246,0,Female,Single,15,Matriculation,Non-orthodox Jews,18-24,1,29.38417816,G,72.00000209
318,0,Male,Single,15,Matriculation,Non-orthodox Jews,25-29,1,30.27026367,S,86.59999839
318,0,Male,Single,15,Matriculation,Non-orthodox Jews,25-29,1,70.6383667,B,86.59999534
318,1,Male,Single,14,Matriculation,Non-orthodox Jews,25-29,1,43.00867844,J,69.36000219
232,1,Female,Single,15,Matriculation,Non-orthodox Jews,25-29,1,60.21284485,J,103.9200002
232,0,Male,Single,15,Matriculation,Non-orthodox Jews,25-29,0,NA,X,NA
416,1,Female,Divorced,20,BA,Non-orthodox Jews,60-64,0,NA,M,NA
259,1,Female,Widowed,15,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
398,0,Male,Married,12,Up to secondary,Non-orthodox Jews,30-34,1,54.87891006,O,194.8499935
398,0,Female,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,29.31631851,B,129.9000057
398,1,Male,Single,12,Up to secondary,Non-orthodox Jews,25-29,1,45.78735733,K,207.8400211
398,0,Female,Married,12,Matriculation,Non-orthodox Jews,25-29,1,28.31325531,G,194.8500033
398,0,Male,Married,12,Up to secondary,Non-orthodox Jews,55-59,1,37.34082413,N,194.8499814
122,0,Female,Married,17,BA,Non-orthodox Jews,45-54,1,61.30833435,Q,173.2000002
122,1,Male,Married,15,Up to secondary,Non-orthodox Jews,45-54,1,73.32402802,O,181.8600303
122,0,Female,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
133,0,Male,Single,11,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
133,1,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,35-44,1,28.33910751,P,151.5500088
133,0,Male,Married,20,MA+,Non-orthodox Jews,35-44,0,NA,NA,NA
234,1,Male,Widowed,6,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
234,0,Female,Widowed,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
224,0,Male,Married,12,Matriculation,Non-orthodox Jews,35-44,0,NA,NA,NA
224,1,Female,Married,15,Post-secondary not academic,Non-orthodox Jews,35-44,1,43.21248627,F,173.1999936
370,1,Male,Married,13,Post-secondary not academic,Non-orthodox Jews,55-59,1,28.14263344,B,194.8499883
370,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,28.00755501,N,173.1999884
370,0,Female,Married,14,Post-secondary not academic,Non-orthodox Jews,45-54,0,NA,S,NA
370,0,Male,Single,12,Up to secondary,Non-orthodox Jews,25-29,0,NA,NA,NA
278,0,Male,Single,14,Post-secondary not academic,Non-orthodox Jews,25-29,0,NA,NA,NA
278,1,Female,Single,16,BA,Non-orthodox Jews,25-29,1,40.18662262,M,216.4999881
278,0,Male,Married,16,BA,Non-orthodox Jews,45-54,0,NA,NA,NA
278,0,Female,Married,19,MA+,Non-orthodox Jews,45-54,1,49.47710419,Q,173.2000025
278,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,0,NA,NA,NA
390,1,Female,Widowed,14,Post-secondary not academic,Non-orthodox Jews,65+,0,NA,NA,NA
390,0,Male,Single,12,Matriculation,Non-orthodox Jews,60-64,0,NA,NA,NA
401,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.62914753,O,207.8400103
401,0,Male,Married,11,Up to secondary,Non-orthodox Jews,45-54,1,70.17951965,X,186.1899978
401,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,37.32987595,O,186.1900159
401,1,Female,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,38.37772751,B,238.1499861
127,0,Female,Married,12,Matriculation,Non-orthodox Jews,45-54,0,NA,NA,NA
127,0,Male,Single,12,Up to secondary,Non-orthodox Jews,18-24,0,NA,NA,NA
127,1,Male,Married,12,Matriculation,Non-orthodox Jews,45-54,1,44.34674835,B,216.4999841
475,0,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,1,67.32448578,F,181.8600271
475,1,Female,Married,10,Up to secondary,Non-orthodox Jews,65+,1,47.12947464,F,216.499979
210,1,Male,Single,10,Up to secondary,Non-orthodox Jews,18-24,1,58.88154221,K,186.1899826
210,0,Male,Single,10,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
210,0,Female,Widowed,12,Matriculation,Non-orthodox Jews,45-54,1,27.14667892,P,173.1999963
210,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,35.32784271,K,186.1899829
557,0,Female,Married,12,Matriculation,Non-orthodox Jews,30-34,0,NA,NA,NA
557,1,Male,Married,12,Matriculation,Non-orthodox Jews,30-34,0,NA,M,NA
262,0,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
262,1,Female,Married,12,Up to secondary,Non-orthodox Jews,65+,1,58.4523201,A,173.1999926
264,1,Female,Separated,18,MA+,Non-orthodox Jews,35-44,1,79.67627716,P,194.8499786
177,1,Male,Married,12,Up to secondary,Non-orthodox Jews,65+,0,NA,B,NA
177,0,Female,Married,0,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
399,1,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,5.923369884,O,207.8399936
399,0,Female,Single,12,Matriculation,Non-orthodox Jews,18-24,1,25.54375458,B,181.8599809
399,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,5.923369884,O,207.8399936
399,0,Female,Widowed,12,Matriculation,Non-orthodox Jews,45-54,1,35.73675919,O,35.99999956
184,0,Female,Married,16,Post-secondary not academic,Non-orthodox Jews,35-44,0,NA,A,NA
184,1,Male,Married,12,Up to secondary,Non-orthodox Jews,45-54,1,16.2383709,A,311.760006
184,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,4.440104008,O,207.8400047
184,0,Male,Single,12,Matriculation,Non-orthodox Jews,18-24,1,5.923369884,O,207.8399936
184,0,Male,Single,9,Up to secondary,Non-orthodox Jews,15-17,0,NA,NA,NA
154,1,Female,Divorced,30,BA,Non-orthodox Jews,60-64,1,40.16452026,P,69.27999842
210,1,Male,Married,14,Post-secondary not academic,Non-orthodox Jews,65+,1,35.4587822,M,86.6000118
210,0,Female,Divorced,12,Matriculation,Non-orthodox Jews,30-34,0,NA,NA,NA
210,0,Female,Married,2,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
258,0,Female,Married,13,Post-secondary not academic,Non-orthodox Jews,35-44,1,14.20235443,G,43.19999828
258,1,Male,Married,16,MA+,Non-orthodox Jews,35-44,1,25.08531952,B,281.4500002
337,0,Female,Married,13,Post-secondary not academic,Ultra-orthodox,65+,1,30.340065,G,86.59999453
337,1,Male,Married,20,Up to secondary,Ultra-orthodox,65+,0,NA,G,NA
150,0,Male,Single,12,Up to secondary,Ultra-orthodox,18-24,0,NA,NA,NA
150,1,Male,Married,41,Post-secondary not academic,Ultra-orthodox,45-54,1,28.57177734,P,86.60000001
150,0,Male,Single,14,Up to secondary,Ultra-orthodox,18-24,0,NA,NA,NA
150,0,Female,Single,10,Up to secondary,Ultra-orthodox,15-17,0,NA,NA,NA
150,0,Female,Married,15,Post-secondary not academic,Ultra-orthodox,35-44,1,58.35634232,G,69.28000161
261,0,Female,Married,12,Up to secondary,Non-orthodox Jews,30-34,0,NA,NA,NA
261,1,Male,Married,20,Post-secondary not academic,Non-orthodox Jews,35-44,1,28.58728981,I,194.8499992
484,0,Female,Single,12,Matriculation,Arabs,18-24,0,NA,NA,NA
484,0,Male,Married,9,Up to secondary,Arabs,45-54,1,34.75011444,G,207.8399883
484,0,Male,Single,12,Up to secondary,Arabs,18-24,1,45.49300766,I,63.99999999
484,1,Female,Married,9,Up to secondary,Arabs,45-54,1,29.01578712,T,311.7600042
449,0,Male,Single,13,Matriculation,Arabs,18-24,1,32.24795151,B,173.2000004
449,0,Male,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
449,0,Female,Married,12,Matriculation,Arabs,35-44,0,NA,NA,NA
449,0,Female,Single,13,Matriculation,Arabs,18-24,1,40.01078796,N,121.2400068
449,1,Male,Married,9,Up to secondary,Arabs,45-54,1,34.56882858,F,173.1999911
239,0,Female,Single,11,Up to secondary,Arabs,15-17,0,NA,NA,NA
239,1,Male,Married,12,Matriculation,Arabs,35-44,1,38.74576569,H,238.14999
239,0,Female,Married,12,Up to secondary,Arabs,35-44,1,33.60906601,N,173.2000029
242,1,Female,Widowed,0,Up to secondary,Arabs,65+,0,NA,NA,NA
499,0,Male,Single,12,Up to secondary,Arabs,25-29,1,44.76555634,Q,173.1999821
499,0,Male,Married,7,Up to secondary,Arabs,55-59,1,24.86652184,Q,207.8399965
499,0,Female,Married,0,Up to secondary,Arabs,55-59,1,24.08708,N,173.1999826
499,0,Female,Single,16,Matriculation,Arabs,18-24,1,24.12973404,I,207.8400041
499,1,Male,Single,12,Up to secondary,Arabs,25-29,1,22.41069794,I,216.4999961
217,0,Male,Married,12,Up to secondary,Arabs,45-54,0,NA,NA,NA
217,1,Female,Married,10,Up to secondary,Arabs,35-44,1,41.60789871,N,151.5500047
80,0,Female,Married,0,Up to secondary,Arabs,65+,0,NA,NA,NA
80,1,Male,Married,0,Up to secondary,Arabs,65+,0,NA,NA,NA
303,1,Male,Married,6,Up to secondary,Arabs,35-44,1,46.90610886,B,216.500006
303,0,Female,Married,13,Post-secondary not academic,Arabs,30-34,1,32.18396759,P,173.1999847
485,1,Female,Single,12,Matriculation,Non-orthodox Jews,25-29,1,58.38373566,J,186.1900005
238,1,Male,Married,15,BA,Non-orthodox Jews,35-44,1,135.325592,K,194.8499697
238,0,Female,Married,15,BA,Non-orthodox Jews,30-34,1,150.0457916,J,194.8499829
207,0,Male,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
207,1,Female,Married,8,Up to secondary,Non-orthodox Jews,65+,0,NA,NA,NA
330,0,Female,Single,14,Matriculation,Non-orthodox Jews,25-29,0,NA,NA,NA
330,0,Male,Single,15,Up to secondary,Non-orthodox Jews,25-29,0,NA,NA,NA
330,0,Female,Single,12,Matriculation,Non-orthodox Jews,30-34,0,NA,NA,NA
330,1,Male,Married,20,BA,Non-orthodox Jews,60-64,1,102.9117889,O,181.86003
